bench_id,run_index,is_warmup,ts_utc,torch_version,transformers_version,engine,engine_params,model,dtype,device,device_name,load_s,prompt_label,prompt_tokens,max_new_tokens,batch_size,temperature,top_k,top_p,min_p,seed,stop_on_eos,completion_tokens,stopped_reason,ttft_s,total_s,decode_s,decode_tps,e2e_tps,itl_p50_ms,itl_p95_ms,peak_mem_bytes,peak_mem_source,output_sha8,notes
7953dc6e,4,False,2026-08-09T22:46:38+00:00,2.13.0+cu130,5.14.1,cached,"{""attn"": ""sdpa"", ""cache_layout"": ""preallocated_contiguous"", ""kv_cache"": ""true"", ""logits_to_keep"": ""1""}",Qwen/Qwen2.5-1.5B,float16,cuda,NVIDIA A10,3.5245,p256,256,256,1,,,,,0,False,256,max_new_tokens,0.026204,5.645758,5.619554,45.3773,45.3438,21.8655,22.9991,3128590336,cuda.max_memory_allocated,4deebb10,
7953dc6e,-2,True,2026-08-09T22:46:38+00:00,2.13.0+cu130,5.14.1,cached,"{""attn"": ""sdpa"", ""cache_layout"": ""preallocated_contiguous"", ""kv_cache"": ""true"", ""logits_to_keep"": ""1""}",Qwen/Qwen2.5-1.5B,float16,cuda,NVIDIA A10,3.5245,p1024,1024,256,1,,,,,0,False,256,max_new_tokens,0.064343,5.848127,5.783785,44.0888,43.7747,22.6497,23.4402,3202789376,cuda.max_memory_allocated,1a9f65ed,
7953dc6e,-1,True,2026-08-09T22:46:38+00:00,2.13.0+cu130,5.14.1,cached,"{""attn"": ""sdpa"", ""cache_layout"": ""preallocated_contiguous"", ""kv_cache"": ""true"", ""logits_to_keep"": ""1""}",Qwen/Qwen2.5-1.5B,float16,cuda,NVIDIA A10,3.5245,p1024,1024,256,1,,,,,0,False,256,max_new_tokens,0.054727,5.607411,5.552684,45.9237,45.6539,21.5854,22.5573,3202789376,cuda.max_memory_allocated,1a9f65ed,
7953dc6e,0,False,2026-08-09T22:46:38+00:00,2.13.0+cu130,5.14.1,cached,"{""attn"": ""sdpa"", ""cache_layout"": ""preallocated_contiguous"", ""kv_cache"": ""true"", ""logits_to_keep"": ""1""}",Qwen/Qwen2.5-1.5B,float16,cuda,NVIDIA A10,3.5245,p1024,1024,256,1,,,,,0,False,256,max_new_tokens,0.054694,5.744949,5.690255,44.8135,44.5609,21.8996,23.6317,3202789376,cuda.max_memory_allocated,1a9f65ed,
7953dc6e,1,False,2026-08-09T22:46:38+00:00,2.13.0+cu130,5.14.1,cached,"{""attn"": ""sdpa"", ""cache_layout"": ""preallocated_contiguous"", ""kv_cache"": ""true"", ""logits_to_keep"": ""1""}",Qwen/Qwen2.5-1.5B,float16,cuda,NVIDIA A10,3.5245,p1024,1024,256,1,,,,,0,False,256,max_new_tokens,0.055771,5.643927,5.588156,45.6322,45.3585,21.8853,22.3666,3202789376,cuda.max_memory_allocated,1a9f65ed,
7953dc6e,2,False,2026-08-09T22:46:38+00:00,2.13.0+cu130,5.14.1,cached,"{""attn"": ""sdpa"", ""cache_layout"": ""preallocated_contiguous"", ""kv_cache"": ""true"", ""logits_to_keep"": ""1""}",Qwen/Qwen2.5-1.5B,float16,cuda,NVIDIA A10,3.5245,p1024,1024,256,1,,,,,0,False,256,max_new_tokens,0.054839,5.599548,5.544709,45.9898,45.718,21.6886,22.1281,3202789376,cuda.max_memory_allocated,1a9f65ed,
7953dc6e,3,False,2026-08-09T22:46:38+00:00,2.13.0+cu130,5.14.1,cached,"{""attn"": ""sdpa"", ""cache_layout"": ""preallocated_contiguous"", ""kv_cache"": ""true"", ""logits_to_keep"": ""1""}",Qwen/Qwen2.5-1.5B,float16,cuda,NVIDIA A10,3.5245,p1024,1024,256,1,,,,,0,False,256,max_new_tokens,0.05517,5.615626,5.560456,45.8595,45.5871,21.733,22.2837,3202789376,cuda.max_memory_allocated,1a9f65ed,
7953dc6e,4,False,2026-08-09T22:46:38+00:00,2.13.0+cu130,5.14.1,cached,"{""attn"": ""sdpa"", ""cache_layout"": ""preallocated_contiguous"", ""kv_cache"": ""true"", ""logits_to_keep"": ""1""}",Qwen/Qwen2.5-1.5B,float16,cuda,NVIDIA A10,3.5245,p1024,1024,256,1,,,,,0,False,256,max_new_tokens,0.055825,5.591819,5.535994,46.0622,45.7812,21.5443,22.3674,3202789376,cuda.max_memory_allocated,1a9f65ed,
7953dc6e,-2,True,2026-08-09T22:46:38+00:00,2.13.0+cu130,5.14.1,cached,"{""attn"": ""sdpa"", ""cache_layout"": ""preallocated_contiguous"", ""kv_cache"": ""true"", ""logits_to_keep"": ""1""}",Qwen/Qwen2.5-1.5B,float16,cuda,NVIDIA A10,3.5245,p4096,4096,256,1,,,,,0,False,256,max_new_tokens,0.248361,5.876337,5.627976,45.3094,43.5646,21.9747,22.35,3494342656,cuda.max_memory_allocated,1e0485a6,
7953dc6e,-1,True,2026-08-09T22:46:38+00:00,2.13.0+cu130,5.14.1,cached,"{""attn"": ""sdpa"", ""cache_layout"": ""preallocated_contiguous"", ""kv_cache"": ""true"", ""logits_to_keep"": ""1""}",Qwen/Qwen2.5-1.5B,float16,cuda,NVIDIA A10,3.5245,p4096,4096,256,1,,,,,0,False,256,max_new_tokens,0.247353,5.847046,5.599693,45.5382,43.7828,21.9245,22.3008,3494342656,cuda.max_memory_allocated,1e0485a6,
7953dc6e,0,False,2026-08-09T22:46:38+00:00,2.13.0+cu130,5.14.1,cached,"{""attn"": ""sdpa"", ""cache_layout"": ""preallocated_contiguous"", ""kv_cache"": ""true"", ""logits_to_keep"": ""1""}",Qwen/Qwen2.5-1.5B,float16,cuda,NVIDIA A10,3.5245,p4096,4096,256,1,,,,,0,False,256,max_new_tokens,0.248244,5.81469,5.566446,45.8102,44.0264,21.8143,22.164,3494342656,cuda.max_memory_allocated,1e0485a6,
7953dc6e,1,False,2026-08-09T22:46:38+00:00,2.13.0+cu130,5.14.1,cached,"{""attn"": ""sdpa"", ""cache_layout"": ""preallocated_contiguous"", ""kv_cache"": ""true"", ""logits_to_keep"": ""1""}",Qwen/Qwen2.5-1.5B,float16,cuda,NVIDIA A10,3.5245,p4096,4096,256,1,,,,,0,False,256,max_new_tokens,0.247921,5.812262,5.564341,45.8275,44.0448,21.6757,22.273,3494342656,cuda.max_memory_allocated,1e0485a6,
7953dc6e,2,False,2026-08-09T22:46:38+00:00,2.13.0+cu130,5.14.1,cached,"{""attn"": ""sdpa"", ""cache_layout"": ""preallocated_contiguous"", ""kv_cache"": ""true"", ""logits_to_keep"": ""1""}",Qwen/Qwen2.5-1.5B,float16,cuda,NVIDIA A10,3.5245,p4096,4096,256,1,,,,,0,False,256,max_new_tokens,0.246533,5.840849,5.594317,45.582,43.8292,21.8378,22.4356,3494342656,cuda.max_memory_allocated,1e0485a6,
7953dc6e,3,False,2026-08-09T22:46:38+00:00,2.13.0+cu130,5.14.1,cached,"{""attn"": ""sdpa"", ""cache_layout"": ""preallocated_contiguous"", ""kv_cache"": ""true"", ""logits_to_keep"": ""1""}",Qwen/Qwen2.5-1.5B,float16,cuda,NVIDIA A10,3.5245,p4096,4096,256,1,,,,,0,False,256,max_new_tokens,0.246647,5.82186,5.575214,45.7382,43.9722,21.8214,22.2885,3494342656,cuda.max_memory_allocated,1e0485a6,
7953dc6e,4,False,2026-08-09T22:46:38+00:00,2.13.0+cu130,5.14.1,cached,"{""attn"": ""sdpa"", ""cache_layout"": ""preallocated_contiguous"", ""kv_cache"": ""true"", ""logits_to_keep"": ""1""}",Qwen/Qwen2.5-1.5B,float16,cuda,NVIDIA A10,3.5245,p4096,4096,256,1,,,,,0,False,256,max_new_tokens,0.247734,5.783265,5.535531,46.066,44.2656,21.6855,21.9689,3494342656,cuda.max_memory_allocated,1e0485a6,
